 
 -------------- celery@golubev-BMH-WCX9 v5.6.3 (recovery)
--- ***** ----- 
-- ******* ---- Linux-6.8.0-110-generic-x86_64-with-glibc2.39 2026-04-26 20:20:17
- *** --- * --- 
- ** ---------- [config]
- ** ---------- .> app:         __main__:0x7a9711131970
- ** ---------- .> transport:   amqp://celery_demo:**@localhost:5672//
- ** ---------- .> results:     disabled://
- *** --- * --- .> concurrency: {min=4, max=8} (prefork)
[2026-04-26 20:20:18,309: INFO/MainProcess] Scaling up 1 processes.
[2026-04-26 20:20:20,233: INFO/ForkPoolWorker-6] Task memory_intensive[5223cc4a-9cad-4675-bce4-3a0e77516fec] succeeded in 1.7960118589980993s: 'Memory wave: released'
[2026-04-26 20:20:20,265: INFO/ForkPoolWorker-7] Task memory_intensive[bde94a91-bd99-4ba8-ab57-a862d4d5b301] succeeded in 1.823240790006821s: 'Memory wave: released'
[2026-04-26 20:20:20,331: INFO/ForkPoolWorker-1] Task cpu_intensive[e1030abe-a452-4248-b44d-838d22c02c08] succeeded in 1.8963470170128858s: 333333283333335000000
[2026-04-26 20:20:20,375: INFO/ForkPoolWorker-4] Task cpu_intensive[b857ae28-56dc-4899-982b-3b305a275693] succeeded in 1.9300382989895297s: 333333283333335000000
[2026-04-26 20:20:20,387: INFO/ForkPoolWorker-5] Task cpu_intensive[9f33ca07-963d-4388-8523-69ded6c595aa] succeeded in 1.9527899870008696s: 333333283333335000000
[2026-04-26 20:20:20,398: INFO/ForkPoolWorker-2] Task cpu_intensive[5ca007c9-7932-452c-ad8c-d677f2b50033] succeeded in 1.960108356011915s: 333333283333335000000
[2026-04-26 20:20:20,509: INFO/ForkPoolWorker-8] Task cpu_intensive[c5107df4-7fca-4a9c-b5ed-f04554ab7d9f] succeeded in 2.061547459990834s: 333333283333335000000
[2026-04-26 20:20:20,644: INFO/ForkPoolWorker-3] Task cpu_intensive[4dec6239-9606-4141-9e74-c48ba3edb880] succeeded in 2.206345671991585s: 333333283333335000000
[2026-04-26 20:20:28,046: INFO/MainProcess] Task memory_intensive[287bb369-dec3-43c5-94cd-6dcfbd9c98cf] received
[2026-04-26 20:20:28,047: INFO/MainProcess] Task cpu_intensive[e8bfc96a-442e-4220-a5f1-11ad7415c4c0] received
[2026-04-26 20:20:28,047: INFO/MainProcess] Task cpu_intensive[e5846f07-6566-4b2a-83a0-baf40a6f7650] received
[2026-04-26 20:20:28,047: INFO/MainProcess] Task memory_intensive[38b8f36f-6e3a-492a-8fbc-716e50ec3d5e] received
[2026-04-26 20:20:28,048: INFO/MainProcess] Task cpu_intensive[dc374447-8152-43e8-92d7-3006383a0a63] received
[2026-04-26 20:20:28,048: INFO/MainProcess] Task cpu_intensive[c49ccef1-e5a8-4971-b341-d680c1221405] received
[2026-04-26 20:20:28,051: INFO/MainProcess] Task memory_intensive[50af807c-7a94-4969-a510-0b59d1bd6ed6] received
[2026-04-26 20:20:28,052: INFO/MainProcess] Task cpu_intensive[e1f9f382-d325-4509-b9a4-36becf6e0b64] received
[2026-04-26 20:20:29,721: INFO/ForkPoolWorker-3] Task cpu_intensive[dc374447-8152-43e8-92d7-3006383a0a63] succeeded in 1.6710849939991022s: 333333283333335000000
[2026-04-26 20:20:29,774: INFO/ForkPoolWorker-6] Task cpu_intensive[e5846f07-6566-4b2a-83a0-baf40a6f7650] succeeded in 1.7268281760043465s: 333333283333335000000
[2026-04-26 20:20:29,843: INFO/ForkPoolWorker-4] Task memory_intensive[50af807c-7a94-4969-a510-0b59d1bd6ed6] succeeded in 1.7903640719887335s: 'Memory wave: released'
[2026-04-26 20:20:29,853: INFO/ForkPoolWorker-2] Task memory_intensive[38b8f36f-6e3a-492a-8fbc-716e50ec3d5e] succeeded in 1.804570109990891s: 'Memory wave: released'
[2026-04-26 20:20:29,870: INFO/ForkPoolWorker-5] Task memory_intensive[287bb369-dec3-43c5-94cd-6dcfbd9c98cf] succeeded in 1.8170055169903208s: 'Memory wave: released'
[2026-04-26 20:20:29,982: INFO/ForkPoolWorker-8] Task cpu_intensive[e1f9f382-d325-4509-b9a4-36becf6e0b64] succeeded in 1.9260952819895465s: 333333283333335000000
[2026-04-26 20:20:29,985: INFO/ForkPoolWorker-7] Task cpu_intensive[c49ccef1-e5a8-4971-b341-d680c1221405] succeeded in 1.9333781710010953s: 333333283333335000000
[2026-04-26 20:20:30,084: INFO/ForkPoolWorker-1] Task cpu_intensive[e8bfc96a-442e-4220-a5f1-11ad7415c4c0] succeeded in 2.0361347180005396s: 333333283333335000000
[2026-04-26 20:20:38,052: INFO/MainProcess] Task cpu_intensive[edf89f44-adaa-4a71-8982-9e9f94877571] received
[2026-04-26 20:20:38,053: INFO/MainProcess] Task memory_intensive[67560cda-e5de-436b-b152-2548453b51e5] received
[2026-04-26 20:20:38,053: INFO/MainProcess] Task cpu_intensive[16b5bc24-1989-4e1a-8b5f-d56912b1cc5f] received
[2026-04-26 20:20:38,054: INFO/MainProcess] Task cpu_intensive[11956093-edd6-4073-b26c-5beec4068c1f] received
[2026-04-26 20:20:38,057: INFO/MainProcess] Task memory_intensive[ef170d0f-f9ef-40ca-93b6-04a99ee14f20] received
[2026-04-26 20:20:38,058: INFO/MainProcess] Task cpu_intensive[66953be4-65f9-4404-8c67-885d64cf991e] received
[2026-04-26 20:20:38,058: INFO/MainProcess] Task cpu_intensive[5006008e-86c1-48da-b609-0d28128c26ab] received
[2026-04-26 20:20:38,058: INFO/MainProcess] Task memory_intensive[30555f06-eac7-42f2-bf19-708016af626c] received
[2026-04-26 20:20:39,737: INFO/ForkPoolWorker-2] Task cpu_intensive[11956093-edd6-4073-b26c-5beec4068c1f] succeeded in 1.673775785995531s: 333333283333335000000
[2026-04-26 20:20:39,774: INFO/ForkPoolWorker-7] Task cpu_intensive[66953be4-65f9-4404-8c67-885d64cf991e] succeeded in 1.7114441229932709s: 333333283333335000000
[2026-04-26 20:20:39,878: INFO/ForkPoolWorker-3] Task memory_intensive[ef170d0f-f9ef-40ca-93b6-04a99ee14f20] succeeded in 1.819214485003613s: 'Memory wave: released'
[2026-04-26 20:20:39,879: INFO/ForkPoolWorker-4] Task cpu_intensive[5006008e-86c1-48da-b609-0d28128c26ab] succeeded in 1.8159472729894333s: 333333283333335000000
[2026-04-26 20:20:39,901: INFO/ForkPoolWorker-1] Task memory_intensive[67560cda-e5de-436b-b152-2548453b51e5] succeeded in 1.8465434960089624s: 'Memory wave: released'
[2026-04-26 20:20:39,903: INFO/ForkPoolWorker-8] Task memory_intensive[30555f06-eac7-42f2-bf19-708016af626c] succeeded in 1.843120612000348s: 'Memory wave: released'
[2026-04-26 20:20:40,092: INFO/ForkPoolWorker-5] Task cpu_intensive[edf89f44-adaa-4a71-8982-9e9f94877571] succeeded in 2.035076330997981s: 333333283333335000000
[2026-04-26 20:20:40,205: INFO/ForkPoolWorker-6] Task cpu_intensive[16b5bc24-1989-4e1a-8b5f-d56912b1cc5f] succeeded in 2.150527035992127s: 333333283333335000000
[2026-04-26 20:20:48,058: INFO/MainProcess] Task cpu_intensive[2c871fde-94b0-446f-ae8c-180185dd3926] received
[2026-04-26 20:20:48,058: INFO/MainProcess] Task cpu_intensive[0d2faabb-385d-46b3-bbbe-e8fdb1d46000] received
[2026-04-26 20:20:48,059: INFO/MainProcess] Task memory_intensive[bb1dbf82-a5aa-4bc1-93d9-987c64bcc229] received
[2026-04-26 20:20:48,060: INFO/MainProcess] Task cpu_intensive[f9f11974-208b-462a-8896-9334642545de] received
[2026-04-26 20:20:48,060: INFO/MainProcess] Task cpu_intensive[d5eb5387-f448-4362-9689-2c04b0a24f8f] received
[2026-04-26 20:20:48,061: INFO/MainProcess] Task memory_intensive[336753ff-01f5-46fc-b371-05517eeb16b9] received
[2026-04-26 20:20:48,061: INFO/MainProcess] Task cpu_intensive[4aa9f3d2-f26c-4105-ab60-0edc5ae62085] received
[2026-04-26 20:20:48,061: INFO/MainProcess] Task cpu_intensive[bce22e35-03cd-4964-8771-df7cf4ed045e] received
[2026-04-26 20:20:49,783: INFO/ForkPoolWorker-6] Task memory_intensive[bb1dbf82-a5aa-4bc1-93d9-987c64bcc229] succeeded in 1.7197234380000737s: 'Memory wave: released'
[2026-04-26 20:20:49,787: INFO/ForkPoolWorker-7] Task memory_intensive[336753ff-01f5-46fc-b371-05517eeb16b9] succeeded in 1.724892088008346s: 'Memory wave: released'
[2026-04-26 20:20:49,907: INFO/ForkPoolWorker-4] Task cpu_intensive[4aa9f3d2-f26c-4105-ab60-0edc5ae62085] succeeded in 1.8387746949883876s: 333333283333335000000
[2026-04-26 20:20:49,992: INFO/ForkPoolWorker-5] Task cpu_intensive[2c871fde-94b0-446f-ae8c-180185dd3926] succeeded in 1.9325833850016352s: 333333283333335000000
[2026-04-26 20:20:50,006: INFO/ForkPoolWorker-8] Task cpu_intensive[bce22e35-03cd-4964-8771-df7cf4ed045e] succeeded in 1.938188458996592s: 333333283333335000000
[2026-04-26 20:20:50,036: INFO/ForkPoolWorker-2] Task cpu_intensive[f9f11974-208b-462a-8896-9334642545de] succeeded in 1.9743789310014108s: 333333283333335000000
[2026-04-26 20:20:50,047: INFO/ForkPoolWorker-1] Task cpu_intensive[0d2faabb-385d-46b3-bbbe-e8fdb1d46000] succeeded in 1.9862804179865634s: 333333283333335000000
[2026-04-26 20:20:50,148: INFO/ForkPoolWorker-3] Task cpu_intensive[d5eb5387-f448-4362-9689-2c04b0a24f8f] succeeded in 2.0821894490072737s: 333333283333335000000
[2026-04-26 20:20:58,063: INFO/MainProcess] Task memory_intensive[f1229da6-2fc5-4cb1-84f2-aae08d59a09b] received
[2026-04-26 20:20:58,064: INFO/MainProcess] Scaling down 4 processes.
[2026-04-26 20:20:58,065: INFO/MainProcess] Task cpu_intensive[ac894af7-617f-4fd6-b9d1-87dac8cd8db0] received
[2026-04-26 20:20:58,065: INFO/MainProcess] Task cpu_intensive[a023602f-90d5-4590-8875-ae996597a583] received
[2026-04-26 20:20:58,069: INFO/MainProcess] Task memory_intensive[7db35c44-2ca3-43e5-92a3-ee46ca97c6bd] received
[2026-04-26 20:20:58,069: INFO/MainProcess] Task cpu_intensive[d8cd2a48-ae6a-4ee2-a59f-72db52df0552] received
[2026-04-26 20:20:58,069: INFO/MainProcess] Scaling up 1 processes.
[2026-04-26 20:20:58,070: INFO/MainProcess] Task cpu_intensive[07dfaa31-778e-4de1-a91a-6bc00e32c5a1] received
[2026-04-26 20:20:58,070: INFO/MainProcess] Scaling up 1 processes.
[2026-04-26 20:20:58,082: INFO/MainProcess] Task memory_intensive[014d86a4-a79b-4a15-adc6-1b56f27e20ed] received
[2026-04-26 20:20:58,083: INFO/MainProcess] Scaling up 1 processes.
[2026-04-26 20:20:58,083: INFO/MainProcess] Task cpu_intensive[0456bfaa-1d26-4438-9cb9-63ed3710cde6] received
[2026-04-26 20:20:58,083: INFO/MainProcess] Scaling up 1 processes.
[2026-04-26 20:20:59,726: INFO/ForkPoolWorker-6] Task cpu_intensive[a023602f-90d5-4590-8875-ae996597a583] succeeded in 1.656289264006773s: 333333283333335000000
[2026-04-26 20:20:59,781: INFO/ForkPoolWorker-5] Task memory_intensive[f1229da6-2fc5-4cb1-84f2-aae08d59a09b] succeeded in 1.7082025359995896s: 'Memory wave: released'
[2026-04-26 20:20:59,878: INFO/ForkPoolWorker-11] Task cpu_intensive[d8cd2a48-ae6a-4ee2-a59f-72db52df0552] succeeded in 1.62963308399776s: 333333283333335000000
[2026-04-26 20:20:59,940: INFO/ForkPoolWorker-8] Task memory_intensive[7db35c44-2ca3-43e5-92a3-ee46ca97c6bd] succeeded in 1.6933635480090743s: 'Memory wave: released'
[2026-04-26 20:21:00,015: INFO/ForkPoolWorker-7] Task cpu_intensive[07dfaa31-778e-4de1-a91a-6bc00e32c5a1] succeeded in 1.9289301300013904s: 333333283333335000000
[2026-04-26 20:21:00,018: INFO/ForkPoolWorker-9] Task memory_intensive[014d86a4-a79b-4a15-adc6-1b56f27e20ed] succeeded in 1.7732109140051762s: 'Memory wave: released'
[2026-04-26 20:21:00,045: INFO/ForkPoolWorker-10] Task cpu_intensive[ac894af7-617f-4fd6-b9d1-87dac8cd8db0] succeeded in 1.7999330919992644s: 333333283333335000000
[2026-04-26 20:21:00,154: INFO/ForkPoolWorker-12] Task cpu_intensive[0456bfaa-1d26-4438-9cb9-63ed3710cde6] succeeded in 1.9006190430081915s: 333333283333335000000
[2026-04-26 20:21:08,069: INFO/MainProcess] Task cpu_intensive[c31ada1b-18c9-4368-85d1-e9e03b0a5699] received
[2026-04-26 20:21:08,070: INFO/MainProcess] Task memory_intensive[d803922f-8b35-4a1d-bd2f-51d2a17e5a09] received
[2026-04-26 20:21:08,070: INFO/MainProcess] Task cpu_intensive[7b11550c-b1f1-4344-a013-43b1f39674bb] received
[2026-04-26 20:21:08,074: INFO/MainProcess] Task cpu_intensive[38cd6fca-12d3-45ca-b6b6-8b524dfec75f] received
[2026-04-26 20:21:08,075: INFO/MainProcess] Task memory_intensive[7a59bd14-cbe0-4838-bd0a-e377bfcc1996] received
[2026-04-26 20:21:08,075: INFO/MainProcess] Task cpu_intensive[993359bb-74db-449d-8d2c-2bc253955573] received
[2026-04-26 20:21:08,076: INFO/MainProcess] Task cpu_intensive[3e589022-f81f-4245-bf49-34b3bd549426] received
[2026-04-26 20:21:08,076: INFO/MainProcess] Task memory_intensive[2e4c5ea5-21d0-4cc9-8e5c-f588087fee88] received
[2026-04-26 20:21:09,705: INFO/ForkPoolWorker-12] Task cpu_intensive[38cd6fca-12d3-45ca-b6b6-8b524dfec75f] succeeded in 1.6272800309961895s: 333333283333335000000
[2026-04-26 20:21:09,712: INFO/ForkPoolWorker-7] Task cpu_intensive[993359bb-74db-449d-8d2c-2bc253955573] succeeded in 1.6258625769987702s: 333333283333335000000
[2026-04-26 20:21:09,777: INFO/ForkPoolWorker-8] Task memory_intensive[2e4c5ea5-21d0-4cc9-8e5c-f588087fee88] succeeded in 1.6970350909978151s: 'Memory wave: released'
[2026-04-26 20:21:09,780: INFO/ForkPoolWorker-9] Task memory_intensive[7a59bd14-cbe0-4838-bd0a-e377bfcc1996] succeeded in 1.6971751880046213s: 'Memory wave: released'
[2026-04-26 20:21:09,851: INFO/ForkPoolWorker-11] Task memory_intensive[d803922f-8b35-4a1d-bd2f-51d2a17e5a09] succeeded in 1.7800489610090153s: 'Memory wave: released'
[2026-04-26 20:21:09,893: INFO/ForkPoolWorker-6] Task cpu_intensive[7b11550c-b1f1-4344-a013-43b1f39674bb] succeeded in 1.8161746899859281s: 333333283333335000000
[2026-04-26 20:21:10,052: INFO/ForkPoolWorker-5] Task cpu_intensive[c31ada1b-18c9-4368-85d1-e9e03b0a5699] succeeded in 1.9811549810110591s: 333333283333335000000
[2026-04-26 20:21:10,111: INFO/ForkPoolWorker-10] Task cpu_intensive[3e589022-f81f-4245-bf49-34b3bd549426] succeeded in 2.0247256259899586s: 333333283333335000000
[2026-04-26 20:21:18,074: INFO/MainProcess] Task cpu_intensive[132746ed-9eb1-46fa-8b87-f3d4da9f2b98] received
[2026-04-26 20:21:18,075: INFO/MainProcess] Task cpu_intensive[84a4d432-e802-4dde-8a23-660bc2e460c4] received
[2026-04-26 20:21:18,075: INFO/MainProcess] Task memory_intensive[83eb4073-f5f9-4bc2-a25b-6ad68cc9539c] received
[2026-04-26 20:21:18,076: INFO/MainProcess] Task cpu_intensive[0f0c0ac8-7ef3-4442-af3e-a200f2755f3b] received
[2026-04-26 20:21:18,076: INFO/MainProcess] Task cpu_intensive[891800ee-7a04-422d-b85b-c2d39d5cc98b] received
[2026-04-26 20:21:18,076: INFO/MainProcess] Task memory_intensive[b8ce7c9d-6e2d-49fa-9aa7-24cf0194f133] received
[2026-04-26 20:21:18,081: INFO/MainProcess] Task cpu_intensive[4380ed96-98e5-44a1-9350-49ed4923263d] received
[2026-04-26 20:21:18,081: INFO/MainProcess] Task cpu_intensive[73882429-905f-49d6-8e2c-65c4221a615b] received
[2026-04-26 20:21:19,698: INFO/ForkPoolWorker-12] Task cpu_intensive[0f0c0ac8-7ef3-4442-af3e-a200f2755f3b] succeeded in 1.616372529999353s: 333333283333335000000
[2026-04-26 20:21:19,793: INFO/ForkPoolWorker-7] Task memory_intensive[b8ce7c9d-6e2d-49fa-9aa7-24cf0194f133] succeeded in 1.7103175399970496s: 'Memory wave: released'
[2026-04-26 20:21:19,793: INFO/ForkPoolWorker-6] Task memory_intensive[83eb4073-f5f9-4bc2-a25b-6ad68cc9539c] succeeded in 1.7166093419946264s: 'Memory wave: released'
[2026-04-26 20:21:19,836: INFO/ForkPoolWorker-10] Task cpu_intensive[4380ed96-98e5-44a1-9350-49ed4923263d] succeeded in 1.7508920180116547s: 333333283333335000000
[2026-04-26 20:21:20,003: INFO/ForkPoolWorker-11] Task cpu_intensive[84a4d432-e802-4dde-8a23-660bc2e460c4] succeeded in 1.9258203230128856s: 333333283333335000000
[2026-04-26 20:21:20,020: INFO/ForkPoolWorker-8] Task cpu_intensive[73882429-905f-49d6-8e2c-65c4221a615b] succeeded in 1.934211628002231s: 333333283333335000000
[2026-04-26 20:21:20,037: INFO/ForkPoolWorker-5] Task cpu_intensive[132746ed-9eb1-46fa-8b87-f3d4da9f2b98] succeeded in 1.9606827320094453s: 333333283333335000000
[2026-04-26 20:21:20,066: INFO/ForkPoolWorker-9] Task cpu_intensive[891800ee-7a04-422d-b85b-c2d39d5cc98b] succeeded in 1.9842067680001492s: 333333283333335000000
[2026-04-26 20:21:28,081: INFO/MainProcess] Task memory_intensive[3d5f3adc-b396-4cd6-ae7c-4c7504527074] received
[2026-04-26 20:21:28,082: INFO/MainProcess] Task cpu_intensive[f96f2a32-0ab3-4125-afc1-855e31d4ec94] received
[2026-04-26 20:21:28,083: INFO/MainProcess] Task cpu_intensive[224d9451-8a4e-4ce9-b858-82a1bef13113] received
[2026-04-26 20:21:28,083: INFO/MainProcess] Task memory_intensive[50400af3-787b-465f-be51-e44b718f4de2] received
[2026-04-26 20:21:28,084: INFO/MainProcess] Scaling down 4 processes.
[2026-04-26 20:21:28,084: INFO/MainProcess] Task cpu_intensive[604cadc1-4e12-43f3-b031-150e72690714] received
[2026-04-26 20:21:28,084: INFO/MainProcess] Scaling up 1 processes.
[2026-04-26 20:21:28,085: INFO/MainProcess] Task cpu_intensive[beab58b8-8c24-42f1-926b-47919f52e165] received
[2026-04-26 20:21:28,085: INFO/MainProcess] Scaling up 1 processes.
[2026-04-26 20:21:28,089: INFO/MainProcess] Task memory_intensive[8af5e594-0407-4505-88af-d90018f37ea7] received
[2026-04-26 20:21:28,089: INFO/MainProcess] Scaling up 1 processes.
[2026-04-26 20:21:28,089: INFO/MainProcess] Task cpu_intensive[d664369a-62c1-4a79-9d65-32905b85ab0d] received
[2026-04-26 20:21:28,089: INFO/MainProcess] Scaling up 1 processes.
[2026-04-26 20:21:28,153: ERROR/MainProcess] Task handler raised error: WorkerLostError('Worker exited prematurely: signal 15 (SIGTERM) Job: 56.')
Traceback (most recent call last):
  File "/home/experimenter/projects/celery-autoscale/.venv/lib/python3.12/site-packages/billiard/pool.py", line 1265, in mark_as_worker_lost
    raise WorkerLostError(
billiard.einfo.ExceptionWithTraceback: 
"""
Traceback (most recent call last):
  File "/home/experimenter/projects/celery-autoscale/.venv/lib/python3.12/site-packages/billiard/pool.py", line 1265, in mark_as_worker_lost
    raise WorkerLostError(
billiard.exceptions.WorkerLostError: Worker exited prematurely: signal 15 (SIGTERM) Job: 56.
"""
[2026-04-26 20:21:28,153: ERROR/MainProcess] Task handler raised error: WorkerLostError('Worker exited prematurely: signal 15 (SIGTERM) Job: 58.')
Traceback (most recent call last):
  File "/home/experimenter/projects/celery-autoscale/.venv/lib/python3.12/site-packages/billiard/pool.py", line 1265, in mark_as_worker_lost
    raise WorkerLostError(
billiard.einfo.ExceptionWithTraceback: 
"""
Traceback (most recent call last):
  File "/home/experimenter/projects/celery-autoscale/.venv/lib/python3.12/site-packages/billiard/pool.py", line 1265, in mark_as_worker_lost
    raise WorkerLostError(
billiard.exceptions.WorkerLostError: Worker exited prematurely: signal 15 (SIGTERM) Job: 58.
